continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,life_expectancy,human_development_index
Asia,India,2020-10-21,7706946,55839,116616,702,97200379,1083608,0.0562,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-10-22,7761312,54366,117306,690,98670363,1469984,0.0525,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-10-23,7814682,53370,117956,650,100113085,1442722,0.0486,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-10-24,7864811,50129,118534,578,101382564,1269479,0.0456,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-10-25,7909959,45148,119014,480,102523469,1140905,0.0433,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-10-26,7946429,36470,119502,488,103462778,939309,0.0417,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-10-27,7990322,43893,120010,508,104420894,958116,0.0408,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-10-28,8040203,49881,120527,517,105487680,1066786,0.0402,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-10-29,8088851,48648,121090,563,106563440,1075760,0.0415,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-10-30,8137119,48268,121641,551,107728088,1164648,0.0423,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-10-31,8184082,46963,122111,470,108796064,1067976,0.0431,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-01,8229313,45231,122607,496,109887303,1091239,0.0434,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-02,8267623,38310,123097,490,110743103,855800,0.0441,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-03,8313876,46253,123611,514,111789350,1046247,0.0439,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-04,8364086,50210,124315,704,112998959,1209609,0.0431,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-05,8411724,47638,124985,670,114208384,1209425,0.0422,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-06,8462080,50356,125562,577,115429095,1220711,0.0422,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-07,8507754,45674,126121,559,116542304,1113209,0.0418,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-08,8553657,45903,126611,490,117736791,1194487,0.0413,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-09,8591730,38073,127059,448,118572192,835401,0.0414,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-10,8636011,44281,127571,512,119615857,1043665,0.0412,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-11,8683916,47905,128121,550,120769151,1153294,0.0412,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-12,8728795,44879,128668,547,121962509,1193358,0.0409,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-13,8773479,44684,129188,520,123101739,1139230,0.0406,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-14,8814579,41100,129635,447,124031230,929491,0.041,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-15,8845127,30548,130070,435,124836819,805589,0.0411,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-16,8874290,29163,130519,449,125698525,861706,0.0397,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-17,8912907,38617,130993,474,126542907,844382,0.04,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-18,8958483,45576,131578,585,127480186,937279,0.0409,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-19,9004365,45882,132162,584,128508389,1028203,0.0421,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-20,9050597,46232,132726,564,129591786,1083397,0.0427,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-21,9095806,45209,133227,501,130657808,1066022,0.0424,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-22,9139865,44059,133738,511,131733134,1075326,0.0427,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-23,9177840,37975,134218,480,132582730,849596,0.0441,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-24,9222216,44376,134699,481,133682275,1099545,0.0433,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-25,9266705,44489,135223,524,134841307,1159032,0.0419,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-26,9309787,43082,135715,492,135931545,1090238,0.0411,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-27,9351109,41322,136200,485,137062749,1131204,0.0402,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-28,9392919,41810,136696,496,138220354,1157605,0.0393,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-29,9431691,38772,137139,443,139503803,1283449,0.0376,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-11-30,9462809,31118,137621,482,140379976,876173,0.0365,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-01,9499413,36604,138122,501,141349298,969322,0.0362,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-02,9534964,35551,138648,526,142445949,1096651,0.0353,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-03,9571559,36595,139188,540,143557647,1111698,0.0343,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-04,9608211,36652,139700,512,144727749,1170102,0.0335,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-05,9644222,36011,140182,482,145885512,1157763,0.0328,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-06,9677203,32981,140573,391,146986575,1101063,0.0328,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-07,9703770,26567,140958,385,147787656,801081,0.0325,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-08,9735850,32080,141360,402,148814055,1026399,0.0317,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-09,9767371,31521,141772,412,149836767,1022712,0.0314,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-10,9796744,29373,142185,413,150759726,922959,0.0313,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-11,9826775,30031,142628,443,,,0.0312,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-12,9857029,30254,143019,391,152697399,,0.0312,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-13,9884100,27071,143355,336,153711833,1014434,0.0308,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-14,9906165,22065,143709,354,154566990,855157,0.0299,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-15,9932547,26382,144096,387,155560655,993665,0.0292,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-16,9956557,24010,144451,355,156646280,1085625,0.0278,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-17,9979447,22890,144789,338,157805240,1158960,0.0259,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-18,10004599,25152,145136,347,158918646,1113406,0.0247,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-19,10031223,26624,145477,341,160090514,1171868,0.0236,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-20,10055560,24337,145810,333,161198195,1107681,0.0229,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-21,10075116,19556,146111,301,162098329,900134,0.0224,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-22,10099066,23950,146444,333,163170557,1072228,0.0219,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-23,10123778,24712,146756,312,164268721,1098164,0.0219,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-24,10146845,23067,147092,336,165308366,1039645,0.0223,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-25,10169118,22273,147343,251,166305762,997396,0.0223,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-26,10187850,18732,147622,279,167159289,853527,0.0222,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-27,10207871,20021,147901,279,168102657,943368,0.0221,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-28,10224303,16432,148153,252,168818054,715397,0.0222,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-29,10244852,20549,148439,286,169801749,983695,0.022,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-30,10266674,21822,148738,299,170922030,1120281,0.0215,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2020-12-31,10286709,20035,148994,256,172049274,1127244,0.0207,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-01,10305788,19079,149218,224,173111694,1062420,0.0201,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-02,10323965,18177,149435,217,173941658,829964,0.0201,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-03,10340469,16504,149649,214,174899783,958125,0.0195,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-04,10356844,16375,149850,201,175635761,735978,0.0194,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-05,10374932,18088,150114,264,176531997,896236,0.0193,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-06,10395278,20346,150336,222,177463405,931408,0.0197,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-07,10413417,18139,150570,234,178400995,937590,0.0199,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-08,10413417,0,150570,0,179336364,935369,0.0173,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-09,10450284,36867,150999,429,180253315,916951,0.02,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-10,10466595,16311,151160,161,181096622,843307,0.0204,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-11,10479179,12584,151327,167,181755831,659209,0.02,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-12,10495147,15968,151529,202,182652887,897056,0.0196,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-13,10512093,16946,151727,198,183489114,836227,0.0194,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-14,10527683,15590,151918,191,184232305,743191,0.0196,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-15,10542841,15158,152093,175,184962401,730096,0.023,0,0,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-16,10557985,15144,152274,181,185765491,803090,0.0195,191181,191181,,191181,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-17,10571773,13788,152419,145,186544868,779377,0.0193,224301,224301,,33120,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-18,10581823,10050,152556,137,187093036,548168,0.0192,454049,454049,,229748,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-19,10595639,13816,152718,162,187802827,709791,0.0195,674835,674835,,220786,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-20,10610883,15244,152869,151,188566947,764120,0.0195,806484,806484,,131649,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-21,10625428,14545,153032,163,189347782,780835,0.0191,1043534,1043534,,237050,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-22,10639684,14256,153184,152,190148024,800242,0.0187,1390592,1390592,,347058,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-23,10654533,14849,153339,155,190985119,837095,0.0185,1582201,1582201,,191609,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-24,10667736,13203,153470,131,191766871,781752,0.0184,1615504,1615504,,33303,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-25,10676838,9102,153587,117,192337117,570246,0.0181,2023809,2023809,,408305,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-26,10689527,12689,153724,137,193062694,725577,0.0178,2029480,2029480,,5671,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-27,10701193,11666,153847,123,193613120,550426,0.0179,2355979,2355979,,326499,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-28,10720048,18855,154010,163,194338773,725653,0.019,2928053,2928053,,572074,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-29,10733130,13082,154147,137,195081079,742306,0.0189,3500027,3500027,,571974,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-30,10746174,13044,154274,127,195837408,756329,0.0189,3744334,3744334,,244307,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-01-31,10757610,11436,154392,118,196588372,750964,0.0186,3758843,3758843,,14509,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-01,10766245,8635,154486,94,197092635,504263,0.0188,3950156,3950156,,191313,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-02,10777284,11039,154596,110,197752057,659422,0.0187,4138918,4138918,,188762,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-03,10790183,12899,154703,107,198473178,721121,0.0183,4449552,4449552,,310634,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-04,10802591,12408,154823,120,199216019,742841,0.0169,4959445,4959445,,509893,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-05,10814304,11713,154918,95,199931795,715776,0.0167,5416849,5416849,,457404,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-06,10826363,12059,154996,78,200672589,740794,0.0166,5775322,5775322,,358473,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-07,10838194,11831,155080,84,201368378,695789,0.0169,5812362,5812362,,37040,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-08,10847304,9110,155158,78,201900614,532236,0.0169,6259008,6259008,,446646,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-09,10858371,11067,155252,94,202587752,687138,0.0168,6611561,6611561,,352553,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-10,10871294,12923,155360,108,203324655,736903,0.0167,7017114,7017114,,405553,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-11,10880603,9309,155447,87,204023840,699185,0.0162,7505010,7505010,,487896,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-12,10892746,12143,155550,103,204789784,765944,0.0161,7967647,7967647,,462637,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-13,10904940,12194,155642,92,205533398,743614,0.0162,8052454,8044786,7668,84807,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-14,10916589,11649,155732,90,206230512,697114,0.0161,,,,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-15,10925710,9121,155813,81,206716634,486122,0.0163,8516771,8418653,98118,,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-16,10937320,11610,155913,100,207332298,615664,0.0166,8857341,8641002,216339,340570,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-17,10950201,12881,156014,101,207977229,644931,0.017,9186757,8844641,342116,329416,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-18,10963394,13193,156111,97,208703791,726562,0.0177,9846523,9381591,464932,659766,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-19,10977387,13993,156212,101,209474862,771071,0.0181,10449942,9693000,756942,603419,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-20,10991651,14264,156302,90,210261480,786618,0.0183,10838323,9964383,873940,388381,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-21,11005850,14199,156385,83,210931530,670050,0.019,11085173,10124531,960642,246850,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-22,11016434,10584,156463,78,211551746,620216,0.0188,11424094,10308552,1115542,338921,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-23,11030176,13742,156567,104,212230431,678685,0.019,11907392,10585757,1321635,483298,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-24,11046914,16738,156705,138,213036275,805844,0.0191,12366633,10884879,1481754,459241,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-25,11063491,16577,156825,120,213829658,793383,0.0195,13067047,11206188,1860859,700414,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-26,11079979,16488,156938,113,214661465,831807,0.0198,13756940,11552857,2204083,689893,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-27,11096731,16752,157051,113,215435383,773918,0.0203,14242547,11788669,2453878,485607,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-02-28,11112241,15510,157157,106,216231106,795723,0.0201,14301266,11845075,2456191,58719,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-01,11124527,12286,157248,91,216858774,627668,0.0204,14854136,12256337,2597799,552870,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-02,11139516,14989,157346,98,217618057,759283,0.0203,15620749,12906771,2713978,766613,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-03,11156923,17407,157435,89,218403277,785220,0.0205,16616048,13739121,2876927,995299,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-04,11173761,16838,157548,113,219178908,775631,0.0206,18005503,14796835,3208668,1389455,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-05,11192045,18284,157656,108,219940742,761834,0.0212,19497704,15996683,3501021,1492201,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-06,11210799,18754,157756,100,220692677,751935,0.0217,20922344,17168303,3754041,1424640,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-07,11229398,18599,157853,97,221430507,737830,0.0225,20989010,17227903,3761107,66666,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-08,11244786,15388,157930,77,,,0.0231,23008733,18943283,4065450,2019723,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-09,11262707,17921,158063,133,222716796,,0.0242,24367906,20004227,4363679,1359173,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-10,11285561,22854,158189,126,223479877,763081,0.0253,25685011,21034481,4650530,1317105,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-11,11308846,23285,158306,117,224258293,778416,0.0266,26164920,21435841,4729079,479909,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-12,11333728,24882,158446,140,224998638,740345,0.028,28218457,23075504,5142953,2053537,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-13,11359048,25320,158607,161,225839273,840635,0.0288,29738409,24307635,5430774,1519952,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-14,11385339,26291,158725,118,226703641,864368,0.0296,29908038,24452385,5455653,169629,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-15,11409831,24492,158856,131,227407413,703772,0.0309,32947432,27079484,5867948,3039394,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-16,11438734,28903,159044,188,228280763,873350,0.0316,35064536,28862037,6202499,2117104,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-17,11474605,35871,159216,172,229249784,969021,0.0328,37143255,30600787,6542468,2078719,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-18,11514331,39726,159370,154,230313163,1063379,0.0339,39339817,32426230,6913587,2196562,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-19,11555284,40953,159558,188,231370546,1057383,0.0348,42063392,34842030,7221362,2723575,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-20,11599130,43846,159755,197,232431517,1060971,0.0364,44603841,37125187,7478654,2540449,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-21,11646081,46951,159967,212,,,0.0387,45065998,37574302,7491696,462157,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-22,11686796,40715,160166,199,234445774,,0.0394,48494594,40631153,7863441,3428596,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-23,11734058,47262,160441,275,235413233,967459,0.0414,50841286,42731952,8109334,2346692,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-24,11787534,53476,160692,251,236438861,1025628,0.0435,53145709,44846538,8299171,2304423,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-25,11846652,59118,160949,257,237503882,1065021,0.0462,55504440,47001472,8502968,2358731,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-26,11908910,62258,161240,291,238604638,1100756,0.0489,58109773,49426618,8683155,2605333,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-27,11971624,62714,161552,312,239769553,1164915,0.0508,60269782,51441436,8828346,2160009,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-28,12039644,68020,161843,291,240950842,1181289,0.0524,60530435,51660234,8870201,260653,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-29,12095855,56211,162114,271,241864161,913319,0.0551,61113354,52211398,8901956,582919,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-30,12149335,53480,162468,354,242650025,785864,0.0574,63054353,53989035,9065318,1940999,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-03-31,12221665,72330,162927,459,243672940,1022915,0.06,65117896,55783201,9334695,2063543,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-01,12303131,81466,163396,469,244798621,1125681,0.0626,68789138,59148798,9640340,3671242,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-02,12392260,89129,164110,714,245912587,1113966,0.0661,73054295,63081589,9972706,4265157,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-03,12485509,93249,164623,513,246959192,1046605,0.0715,75979651,65739470,10240181,2925356,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-04,12589067,103558,165101,478,248125908,1166716,0.0766,79105163,68678838,10426325,3125512,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-05,12686049,96982,165547,446,249019657,893749,0.0825,83110926,72277309,10833617,4005763,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-06,12801785,115736,166177,630,250231269,1211612,0.0861,87077474,75937015,11140459,3966548,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-07,12928574,126789,166862,685,251439598,1208329,0.091,90198673,78763027,11435646,3121199,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-08,13060542,131968,167642,780,252677379,1237781,0.0961,94334262,82456522,11877740,4135589,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-09,13205926,145384,168436,794,254041584,1364205,0.1001,98075160,85763852,12311308,3740898,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-10,13358805,152879,169275,839,255214803,1173219,0.1058,101595147,88885961,12709186,3519987,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
Asia,India,2021-04-11,13527717,168912,170179,904,256626850,1412047,0.1104,104528565,91587400,12941165,2933418,1393409033,450.419,28.2,5.989,3.414,6426.674,69.66,0.645
